/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.15.fa	0.295981	0.000193705	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.160.fa	0.295981	0.000222517	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.243.fa	0.191731	9.97218e-43	9/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.279.fa	0.186761	3.24046e-49	10/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.333.fa	0.295981	0.000158719	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.34.fa	0.295981	0.000225224	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.369.fa	0.203604	4.68503e-33	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.370.fa	0.295981	0.000222596	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.383.fa	0.295981	0.000166545	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.405.fa	0.295981	0.000144677	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.464.fa	0.203604	6.71272e-31	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.472.fa	0.203604	1.25067e-33	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.482.fa	0.295981	0.000195198	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.503.fa	0.295981	0.000138165	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14159_bins.66.fa	0.295981	0.000145636	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.106.fa	0.295981	0.000223719	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.160.fa	0.182269	4.65225e-50	11/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.208.fa	0.170926	6.36273e-68	14/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.21.fa	0.203604	3.98013e-30	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.30.fa	0.295981	0.000218334	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.50.fa	0.263022	1.59557e-08	2/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.61.fa	0.295981	0.000199028	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.65.fa	0.197292	2.2589e-34	8/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14160_bins.75.fa	0.295981	0.000210525	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14161_bins.118.fa	0.295981	0.000208577	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14161_bins.159.fa	0.295981	0.00021777	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14161_bins.5.fa	0.295981	0.000110761	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14161_bins.61.fa	0.161822	1.02991e-78	17/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14161_bins.64.fa	0.263022	2.38759e-08	2/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.115.fa	0.295981	0.00021238	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.126.fa	0.295981	0.000186059	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.12.fa	0.295981	0.00022933	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.138.fa	0.295981	0.000124145	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.171.fa	0.203604	2.33597e-33	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.185.fa	0.243761	6.99913e-14	3/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.297.fa	0.182269	5.15646e-52	11/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.318.fa	0.210897	1.15825e-25	6/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.325.fa	0.295981	9.45526e-05	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14162_bins.329.fa	0.295981	0.000213245	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.105.fa	0.263022	1.17125e-09	2/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.136.fa	0.203604	2.95511e-30	7/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.217.fa	0.178173	5.54364e-56	12/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.235.fa	0.295981	0.000152783	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.282.fa	0.191731	2.06082e-44	9/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.70.fa	0.295981	0.000210339	1/1000
/shared/homes/12705859/mash_test/probiotic_references/Lactobacillus_acidophilus_NCIMB701748_ATCC4356.contigs.fasta	/shared/homes/12705859/mash_test/all_bins/14163_bins.95.fa	0.295981	0.000213988	1/1000
